# Pathway	SGP033296	SGP033297	SGP033298	SGP033299	SGP033300	SGP033301	SGP033302	SGP033303	SGP033304	SGP033305	SGP033306	SGP033307	SGP033308	SGP033309	SGP033310	SGP033311	SGP033312	SGP033313	SGP033314	SGP033315	SGP033316	SGP033317	SGP033318	SGP033319	SGP033320	SGP033321	SGP033322	SGP033323	SGP033324	SGP033325	SGP033326	SGP033327	SGP033328	SGP033329	SGP033330	SGP033331	SGP033332	SGP033333	SGP033334	SGP033335	SGP033336	SGP033337	SGP033338	SGP033339	SGP033340	SGP033341	SGP033342	SGP033343	SGP033344	SGP033345	SGP033346	SGP033347	SGP033348	SGP033349	SGP033350	SGP033351	SGP033352	SGP033353	SGP033354	SGP033355	SGP033356	SGP033357	SGP033358	SGP033359	SGP033360	SGP033361	SGP039575	SGP039576	SGP039577	SGP039578	SGP039579	SGP039580	SGP039581	SGP039582	SGP039583	SGP039584	SGP039585	SGP039586	SGP039587	SGP039588	SGP039589	SGP039590	SGP039591	SGP039592	SGP039593	SGP039594	SGP039595	SGP039596	SGP039597	SGP039598	SGP039599	SGP039600	SGP039601	SGP039602	SGP039603	SGP039604	SGP039605	SGP039606	SGP039607	SGP039608	SGP039609	SGP039610	SGP039611	SGP039612
PWY-6700: queuosine biosynthesis I (de novo)	10604	9753	10491	10244.1	10986.3	12223.3	3969.18	7686.63	8914.8	9734.69	9206.82	8423.96	10390.8	9979.58	12808.8	10552	11030	12390.5	9238.98	11391.3	9822.92	13516.3	10622.9	8526.25	11335.5	7262.3	9681.84	13867.5	4783.27	7393.48	10358	13610.1	10025.4	9706.8	5307.7	9805.99	9593.98	9185.54	10722.3	10859.3	10807.6	9764.22	7663.54	5242.54	15195.6	7455.04	10898.3	8352.39	7691.87	7638	9447.32	10652	9605.5	9503.4	10765.8	8740.21	9826.66	10238.5	12312	11775	11892	10831.5	10388.3	10108	10556.2	12333.4	13042.2	10399.2	10583.2	11578.1	12687.8	13150.7	9964.66	11167.3	11216	9820.54	9007.24	11657.2	10668	10481	9828.87	10833.7	12254.4	6008.58	6233.42	13370.3	10009.8	13496.4	7510.73	12886.6	10542.4	10050.4	10745.8	12948.5	11753.3	10459.9	9532.97	10465	10539.5	10516.4	10640.1	10024.9	14025.8	10738
PWY-6703: preQ0 biosynthesis	4272.26	5724.25	4222.17	7524.18	4809.18	3803.47	2217.68	5422.67	5870.62	4888.76	5372.33	7808.55	5768.7	5714.14	2226.68	6207.12	5337.79	5400.35	5760.27	4780.63	5520.31	6535.71	3438.56	4271.91	5008.58	3562.66	4607.83	6795.38	3670.98	6218.69	5779.45	6499.45	5443.83	5116.61	4590.67	4586.32	2635.83	2999.39	5526.44	5722.07	5649.25	4531.69	5406.56	4637.24	7355.34	4606.09	5524.39	4028.68	5130.85	3825.54	5565.68	6129.72	5712.04	3607.86	5749.92	4891.14	4800.26	5730.26	3252.67	3769	4039.67	5470.27	7024.23	6850.01	5350.3	4294.93	5249.66	5753.99	4919.82	9346.44	9386.81	6062	5465.15	7503.58	5676.73	8191.61	6182.43	3938.48	5518.09	6297.61	7391.72	5197.6	5995.59	4895.74	3278.6	10130.4	5941.32	9434.38	7047.42	9111.63	8440.34	6217.43	5197.39	9518.55	9724.45	5353.55	6150.76	6127.46	6148.09	8276.24	5538.6	4737.06	10197.8	6721.54
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	2.78168	0	1.47316	0	162.369	0	0	0	77.8956	33.23	0	0	115.353	0	3.92614	0	0	0	0	0	5.0484	0	0	0	0	0	154.891	36.6081	4.56699	0	0	4.54218	0	6.18069	0	0	0	0	0	0	0	37.3723	0	0	3.15984	0	0	4.70532	0	1.66641	0	0	0	42.3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1893	0	0	0	0	5.01712	0	12.3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.0748	0	0	0	0
PWY-6731: starch degradation III	3487.11	4981.5	3201.94	3467.54	922.643	1611.96	1112.01	3443.18	2452.67	3915.72	181.351	1715.29	3424.1	3971.38	564.207	2330.92	2743.81	1516.61	3397.34	1425.03	3952.78	1033.53	2820.08	2360.32	1580.18	2187.92	3620.61	1449.76	683.641	2397.04	3324.47	1097.84	3595.44	3797.18	217.417	3396.21	2993.37	3443.51	3591.19	3524.75	2703.02	2765.58	2949.59	2116.32	941.04	2809.98	2863.61	2608.45	3835.65	2382.24	3964.09	2828.8	3487.53	2068.34	3688.23	5051.22	2712.88	3426.35	3171.35	3696.62	3886.96	3585.19	4355.19	3778.7	3839	3607.95	838.573	3644.4	3036.32	2117.21	4482.14	1477.5	3048.3	2543.87	2739.39	730.252	3085.32	3839.15	3451.46	3603.28	3576.47	4769.34	2763.41	2722.1	2953.02	2674.83	2915.9	2041.96	1937.71	2660.66	2244.71	2302.19	4477.07	2468.26	1228.92	2973.91	3031.17	3299.28	2930.88	2171.6	2947.78	3190.08	1767.25	3012.11
PWY-6748: nitrate reduction VII (denitrification)	0	0	2.3096	0	0	0	1.7444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83428	0	0	0	3.79279	0	0	0	0.808369	2.21853	0	0	0	0	0	2.51744	0	0	0	0	7.74331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6749: CMP-legionaminate biosynthesis I	28.4292	3.36547	310.096	136.115	13.0773	28.0159	0	17.4723	0	3.70984	16.367	64.4271	0	2.83414	26.0423	214.731	197.946	278.357	2.02706	207.155	14.3344	189.485	134.274	29.4039	114.516	194.156	2.71514	61.764	0	2093.96	372.231	78.9839	3.12628	928.592	0	567.363	939.142	1712.64	5.19007	4.16902	12.7234	523.128	3204.12	76.0101	3.3962	2542.61	4.3276	1707.27	507.435	1420.25	286.822	11.3778	9.83408	1331.11	0	1370.17	6.73171	8.93713	0	7.10767	0	0	284.019	27.1541	0	0	0	56.7471	108.25	5.08929	0	19.7622	209.112	18.7589	35.0033	37.9092	27.3589	4.59473	26.623	0	0	8.07859	39.8393	0	11.1716	0	4.35921	0	12.8465	0	0	302.253	0	0	11.5735	18.6153	8.64339	49.4245	13.8906	0	170.107	401.081	0	47.1625
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	0	0	0	0	0	0	0	0	0	0	7.29648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	18.2681	5.13579	51.4333	0	37.7445	257.943	2176.49	19.0949	0	3.21036	348.839	241.9	6.25214	2.94182	2024.46	0	16.0922	14.6323	8.14992	45.3049	0	17.2635	81.8516	17.5094	15.2289	1990.14	9.60017	4.55763	1648.67	615.818	29.2814	84.8797	1.0474	70.7134	1910.57	33.882	3.08776	40.5012	42.2027	22.8071	43.4103	25.013	2.32461	2405.11	0	8.45306	29.6767	6.09083	494.457	67.203	4.24275	59.1475	0	10.2046	8.05943	195.79	0	0	11.1471	3.54136	3.62574	17.8264	43.0499	0	0	27.815	18.2403	0	0	459.985	17.0693	16.3011	0	3.33446	0	648.633	346.775	71.6392	0	13.7864	0	139.552	0	2629.48	2083.89	0	91.8137	14.0058	1587.73	0	6.17748	0	42.3833	0	0	22.6768	0	7.44401	0	100.574	148.79	0	0	0
PWY-6807: xyloglucan degradation II (exoglucanase)	0	1125.71	0	280.839	97.3978	78.4816	0	1680.91	2231.43	559.498	0	0	0	1281.31	0	0	0	23.3249	0	39.0782	649.254	16.2984	0	0	47.174	0	0	34.7013	0	0	0	13.575	733.673	0	0	0	0	0	182.441	193.033	355.023	0	1096.96	0	19.4951	0	322.311	0	513.156	0	766.875	155.671	351.007	0	208.697	0	297.181	235.585	0	0	0	243.926	0	535.088	213.27	0	119.971	389.803	185.862	0	617.645	22.9643	330.874	541.757	501.227	0	581.291	0	254.229	316.296	371.509	0	0	0	0	469.525	192.594	580.708	0	1032.17	0	299.176	0	550.43	0	539.213	337.295	804.408	256.907	0	500.863	362.331	125.273	701.07
PWY-6823: molybdopterin biosynthesis	4380	3149.85	3174.72	2750.8	3332.71	3856.53	2307.45	2082.71	2281.7	3818.67	5552.51	928.936	4986.54	2854.17	1288.68	3000.18	3922.69	4981.64	3683.33	4399.83	3162.43	4012.48	6929.92	2923.76	4946.89	3833.51	4093.14	3648.58	1818.55	2016.63	3449.24	3300.2	2677.34	3080.81	1871.21	3253.9	8149.96	5601.8	3935.35	3856.17	3970.59	2670.45	3226.29	1822.76	3463.85	4924.03	4262.27	5418.54	3192.85	3863.96	3234.27	4137.9	3000.34	5007.64	4326.87	3463.86	3834.01	3135.34	5103.85	4678.63	4331.44	3891.73	3076.65	2475.06	3152.64	3631.67	3017.85	2695.07	3532.34	2687.08	1494.52	4606.18	3840.36	2892.23	2524.64	979.211	2167.19	4187.71	3286.41	2597.31	2177.16	3145.52	2020.56	4586.11	5335.72	1723.53	2705.2	2042.54	1085.5	2140.38	2868.54	3590.12	3096.57	1910.4	2144.97	2870.29	3072.56	2087.75	2222.45	2241.29	2627.65	3426.13	2038.71	2441.69
PWY-6859: all-trans-farnesol biosynthesis	181.402	1182.8	925.853	1459.3	203.93	371.787	801.555	1837.45	1691.28	1899.99	1011.01	988.308	645.796	1547.67	346.792	1669.18	729.505	153.28	1762.64	150.761	1716.02	90.0384	935.001	679.447	175.93	1010.92	988.619	132.325	1141.02	836.013	951.82	151.372	1683.74	1279.88	401.69	1128.98	25.0282	39.5417	1031.7	1045.51	1099.52	1044.86	676.885	451.788	120.06	6.26218	848.747	14.5961	2013.65	24.4922	1842.91	1112	1772.09	12.4902	964.729	146.653	1598.8	1527.15	0	0	4.17961	984.798	1195.87	1611.84	1282.11	0	283.832	1167.39	1856.06	1054.94	924.13	217.516	2623.1	1037.06	986.086	2856.35	1628.5	30.7319	1472.18	1037	2159.96	25.2608	0	628.205	448.763	1245.67	1387.97	1002.69	50.0101	1225.46	1813.85	2320.06	169.704	1239.11	1752.79	1050.12	1207.71	1398.49	1122.1	1979.47	1087.57	1596.71	881.147	1244.82
PWY-6876: isopropanol biosynthesis (engineered)	28.1461	33.4354	46.7925	7.40339	7.15062	4.56896	98.3559	17.9284	35.538	27.1274	238.592	106.862	22.5	18.1956	74.9417	7.91063	0	14.4913	19.006	11.176	24.2772	0	12.2591	30.51	6.3842	23.5943	14.8277	0	210.579	59.1168	31.1893	12.4381	14.9611	30.1017	123.621	69.1079	12.1382	6.36746	24.4274	35.0331	44.593	54.6233	9.82812	46.992	4.27005	0	50.6061	60.7791	1.31647	42.4116	17.9008	40.1471	139.281	89.5807	30.2886	20.273	49.812	82.8611	54.4752	64.9882	99.7348	31.0258	59.0459	37.607	60.368	51.2831	0	37.9348	18.7934	18.412	200.476	13.2043	8.94465	110.972	19.9895	8.00764	98.3962	170.344	89.0558	23.458	115.635	64.5002	43.5152	20.4539	5.67684	209.368	50.4966	125.939	0	71.422	9.64501	6.85004	62.6486	75.0189	0	17.2141	157.772	23.7979	17.6867	9.00988	39.3769	8.44102	12.3714	17.9018
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II	816.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	2298.42	1289.38	2089.66	1878.89	1791.66	1664.19	2111.73	1655.02	1181.62	2175.68	1547.21	1664.7	1284.42	1301.12	2879.36	57.9089	245.108	1420.65	1253.57	1345.24	1819.39	1163.68	1747.04	1922.19	1379.27	3960.33	2242.79	848.143	3688.27	2345.55	1364.37	1366.11	1080.54	1924.19	3530.47	2147.19	506.287	1986.4	1068.3	915.045	1102.16	1731.15	1806.85	3399.87	715.314	366.333	526.512	418.563	2400.25	2189.66	1348.23	772.843	69.1567	1524.16	598.314	2817.21	65.1678	110.182	1480.4	1615.47	2633.64	426.402	1001.5	111.705	152.493	1547.25	1426.1	946.247	2343.63	2057.15	934.572	1224.36	1412.16	4882.4	885.694	1918.82	2858.34	2991.48	155.004	303.773	161.581	2482.75	450.3	3180.67	2711.51	808.039	463.194	4133.32	1194.74	4861.27	251.751	1894.57	2510.43	3316.08	348.608	968.365	3379.62	886.465	1080.09	1092.56	1584.55	2059.27	1920.51	954.993
PWY-6897: thiamine diphosphate salvage II	4182.19	5467.4	5146.12	6099.07	7094.82	8090.9	2410.76	6049.31	5126.07	6033.21	2073.03	5467.57	5162.26	5506.36	11645.1	7324.21	7177.04	7142.8	5881.92	6249.45	5497.45	7829.36	6781.56	4328.63	6858.52	4830.64	4800.34	8181.26	4019.79	6067.23	6155.1	8058.61	5351.57	5835.32	4403.46	5625.64	5971.96	3992.78	5329.84	5234.39	4814.64	5388.71	5344.19	3585.25	8629.5	5966.61	5051.98	5550.81	4948.43	6063.48	5318.89	4506.26	5885.44	5531.76	5039.9	5566.33	5408.95	5941.97	4740.8	5198.78	4919.77	5650.54	5695.93	6383.5	5344.55	5233.35	7571.61	6192.17	5522.18	4691.47	7758.68	7520.97	5895.9	7018.89	6291.43	3845.21	5697.8	5072.23	5700.84	4987.54	5684.26	5336.32	5044.33	2937.87	3210.89	7393.72	5825.83	7567.17	4187.17	7446.84	6088.95	6069.87	5356.95	7524.03	5845.34	5869.22	5793.06	5925.08	6141.44	5093.08	5930.55	5128.11	8580.74	6334.46
PWY-6901: superpathway of glucose and xylose degradation	3942.64	5083.03	3816.86	4828.58	2924.88	2386.57	4517.88	4963.38	4667.39	4430.95	4935.37	4771.82	3571.68	4876.39	1945.33	3915.87	2921.33	1888.98	4897.53	2711.67	4827.76	1859.31	2689.41	4643.01	2337.46	3382.06	4240.79	1795.47	4292.13	4206.57	3721.73	1554.23	4856.7	4116.76	3300.84	3913.27	1886.66	2534.84	4113.24	4136.87	3758.05	3919.33	4387.46	5226.53	1235.41	4172.98	3929.44	3681.27	4553.34	2861.69	4626.13	3816.2	4988.69	2382.66	3758.67	3767.38	4694.51	4951.54	3257.23	3606.75	3458.38	3999.64	4856.66	5133.65	4752.87	3919.8	2446.72	4657.65	4536.56	3826.61	4038.83	1932.12	4613.5	3910.69	4211.16	5344.64	4560.12	3534.44	5015.88	4143.58	4783.38	4698.59	4241	4180.72	3535.68	3974.34	4664.28	3333.48	5797.2	3804.72	5222.32	4344.56	4082.98	3861.27	4732.99	4791.88	4002.87	4733.6	4456.5	4527.41	4144.71	4232.32	2686.72	4040.79
PWY-6902: chitin degradation II (Vibrio)	1112.36	2573.48	1193.68	3493.87	443.574	1225.12	1492.77	1589.66	1447.91	1688.09	486.653	1909.79	1020.61	2202.12	126.419	1468.85	734.889	387.3	2172.05	480.625	2236.02	405.891	883.954	880.52	548.96	1488.45	1418.01	333.681	1124.04	2767.22	1543.96	396.483	2077.69	1968.2	2187.09	1484.17	1359.73	1945.62	2501.74	2625.42	1931.18	1217.15	6931.04	4596.01	182.142	2336.37	2088.77	1691.15	3396.76	1735.85	3622.63	2126.63	3660.94	1033.28	2159.15	3090.15	2932.62	3166.53	545.042	417.218	609.793	2389.98	2358.85	3478.3	2498.5	694.46	394.364	2816.06	1231.11	3160.54	2229.11	385.646	898.723	1189.67	3033.5	3932.35	3177.75	1244.27	3269.31	2435.05	6104.54	1585.68	806.72	230.007	177.796	1363.96	2857.42	879.132	812.893	1555.27	5725.78	789.057	1290.98	1243.97	6417.62	3022.68	1689.26	4310.03	3316.09	6474.8	3139.26	1088.6	817.349	4351.29
PWY-6906: chitin derivatives degradation	740.127	703.349	1111.17	4584.17	83.3219	467.251	0	80.2832	77.3116	304.091	0	613.823	1170.21	265.094	0	1119.11	765.892	162.266	1291.42	176.169	459.157	99.5128	395.393	414.236	133.341	556.832	967.405	73.835	0	611.761	770.151	134.776	434.06	1315.33	0	1253.28	63.8597	0	1541.95	1624.64	1073.3	1050.12	286.281	0	97.8742	19.4781	1319.13	0	1324.08	20.0671	676.656	1168.97	1423.38	238.84	1695.23	832.1	647.069	1246.18	278.385	395.646	651.219	1505.87	2707.6	1617.1	1309.57	349.57	68.4799	844.579	1261.87	856.853	402.357	134.534	820.363	1005.93	915.626	116.554	1658.34	925.659	1046.18	1920.76	1653.38	464.499	276.168	0	56.9786	648.751	1133.73	591.835	0	935.082	0	624.935	616.541	933.571	16.4088	915.143	1287.07	1462.16	1146.73	21.1566	1152.72	1151.56	743.495	1309.22
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0	9.35163	0	0	25.878	0	0	0	0	0	0	0	0	0	0	0	0	30.5702	0	16.5599	0	16.2066	0	0	61.743	0	0	17.0863	0	4.4206	4.52111	20.3209	0	0	0	0	0	0	0	0	0	0	0	0	25.8268	0	0	0	2.19257	0	10.5341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	80.9094	3.44363	84.3462	85.5578	14.9829	13.1905	21.5592	0.773153	0	0	91.963	260.325	87.9398	0	71.7014	128.508	71.5921	0	41.1365	8.24138	145.704	3.75028	109.268	48.105	5.04955	171.716	76.4145	7.96889	491.732	310.699	87.0622	10.2992	178.331	52.1947	0	57.7435	8.44977	0	88.6498	77.5477	74.212	65.909	96.9373	1439.69	12.1811	85.7721	80.2951	115.865	729.483	155.746	186.852	67.7284	101.73	89.983	37.0388	137.453	111.593	158.635	107.904	58.3612	126.697	62.7989	80.3863	112.689	75.5009	99.6691	3.78741	35.5997	34.8651	26.8706	157.197	1.8848	68.2707	162.386	28.602	11.544	199.291	135.796	103.681	49.9838	177.883	159.242	68.3462	125.505	31.8879	222.438	154.548	223.982	1798.66	168.641	0	64.1668	146.966	154.585	0	47.8598	143.317	26.0319	50.1093	3.71152	58.6295	46.7154	88.2624	58.5183
PWY-6936: seleno-amino acid biosynthesis (plants)	4000.37	2471.35	3108.14	2036.44	4427.49	3958.07	4168.74	2524.2	2272.37	3494.99	6406.77	3574.85	3843.61	2773.29	3019.45	4915.13	5345.34	3692.35	3751.43	4400.31	2799.13	3594.78	5267.89	5328.28	4059.2	4226.5	3848.89	3085.68	5170.28	2326.84	3075.52	3601.21	3265.74	2517.81	3867.21	3198.95	4114.19	4540.27	4659.55	4790.93	4829.39	3010.53	2509.87	3180.68	2775.5	2520.55	4964.21	2931.05	3436.11	3201.13	2750.38	5340.85	4533.76	4358.1	5174.63	4929.04	4470	4815.21	2093.99	2567.65	2707.53	5280.46	3116.77	4762.16	5187.94	1768.75	3465.27	2520.8	3693.54	2192.7	1789.2	3581.3	4076.51	1693.23	2404.21	935.022	2635.81	3105.05	4220	5824.52	3362.85	3733.02	1439.6	5017.15	4548.78	2211.32	4698.74	2144.42	2893.4	1807.35	1679.17	3359.61	2513.61	1548.87	905.399	3046.5	2005.73	2438.05	2697.06	1780.43	2300.84	3176.22	2669.3	2739.87
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	431.74	0	64.92	0	0	0	0	0	0	0	0	306.961	237.88	0	0	10.7976	3.22796	0	1017.66	0	0	0	13.8284	221.927	0	16.6407	506.03	0	0	0	19.3863	0	0	14.2635	0	0	3.79604	0	26.7225	41.1866	61.3014	2.5847	0	0	0	0	217.587	0	22.0986	0	13.2717	80.8982	281.202	0	53.28	0	140.855	80.4098	0	0	5.28417	30.9876	0	443.487	56.2101	0	0	77.8563	22.5005	0	0	0	0	0	135.671	0	77.002	0	129.856	240.28	366.308	5.88985	34.2177	0	0	0	105.286	0	0	0	0	0	0	0	0	117.857	0	387.427	122.773	0	206.305	0	0	138.756
PWY-6957: mandelate degradation to acetyl-CoA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	122.64	3.69478	147.784	0	83.9783	162.295	1054.11	28.6627	23.0251	11.8689	473.619	366.327	101.29	40.3607	561.526	22.3841	71.119	111.416	63.7995	92.3457	31.2936	88.0459	75.4231	84.767	80.9395	661.621	42.7463	55.1906	1286.95	438.479	47.8711	83.8929	46.3092	137.844	2990.33	160.618	70.1551	83.9257	57.0472	44.7119	60.1879	92.7438	19.3236	288.807	39.3516	30.2436	57.9041	13.0157	565.476	101.621	19.9939	74.8175	3.42848	16.9692	29.7274	284.319	0	0	31.609	20.3998	20.0876	19.5622	21.71	0	4.48587	34.0576	100.709	4.25965	0	178.998	36.1927	101.392	6.98316	35.2842	17.5865	222.98	276.63	107.712	0	32.2897	0	172.273	14.781	2007.68	1454.6	5.73958	57.0252	0	610.891	0	13.2759	7.74862	70.8183	0	0	46.3679	14.3917	0	0	145.022	50.24	22.994	0	6.33117
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	1914.72	1505.94	3046.35	1026.45	950.237	1084.19	3716.35	4926.08	3176.32	924.475	1780.85	3623.58	1616.39	1139.09	1185.92	1883.95	1002.55	903.902	1205.05	968.874	1000.19	847.011	1252.47	2831.59	956.779	1884.66	1209.23	951.423	3394.07	2192.92	1448.45	659.462	1114.31	2748.48	3291.56	2204.5	1132.96	1005.49	1628.61	1488.88	1562.14	2240.39	583.421	900.053	603.78	1629.3	1839.52	1343.16	1301.85	1362.57	708.2	1676.57	1651.05	1792.06	1458.96	1245.34	1874.46	2289.86	1783.43	1770.11	1955.53	1361	689.707	1651.45	2007.18	1927.38	1020.28	2003.98	2205.41	342.677	855.458	932.149	2352.75	1091.64	1412.36	258.561	1476.99	1219.06	2244.85	2305.81	924.696	1143.9	1537.55	2062.57	1592.24	644.196	1938.72	711.186	801.089	1096.15	495.541	983.634	1025.66	1283.59	206.824	2836.59	1153.07	2196.84	1976.07	852.09	1641.02	2476.99	639.952	404.981
PWY-6981: chitin biosynthesis	0	0	0	0	0	0	0	0	0	0	5.81924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6992: 1,5-anhydrofructose degradation	136.098	0	14.1421	94.3366	864.535	1.70938	4.98304	0	0	0	2.02139	31.6339	0	0	70.3301	256.919	209.035	551.403	17.1222	11.7056	0	686.468	198.931	11.1131	512.003	450.941	33.5623	0	119.513	54.7225	96.9042	7.67178	1.09744	60.228	17.7218	231.837	1.38589	0	58.5985	103.386	150.398	83.963	0	0	649.421	0	174.791	0	36.4769	0	28.062	67.115	409.192	0	53.4072	0	225.701	147.431	0	0	0	131.081	0	635.536	87.197	0	1099.78	0	135.223	0	0	553.918	0	0	0	33.3714	25.1467	42.8766	177.735	145.747	591.609	2.64294	0	114.652	56.9076	0	202.279	0	0	0	0	0	27.4091	0	0	0	0	0	0	684.221	11.5359	0	0	0
PWY-7000: kanamycin biosynthesis	0	0	54.98	0	0	0	0	0	0	0	0	0	0	0	0	24.2539	8.03265	0	0	0	0	0	9.05707	0	0	15.6218	0	0	0	598.458	58.2606	0	0	193.004	0	89.8096	0	0	0	0	0	112.3	0	0	0	0	0	0	3.36811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.9249	0	0	0	0	0	0	12.7011	0	14.9543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24919	0	19.5953	11.941	0	28.2887	0	0	18.4507
PWY-7009: 2,2'-dihydroxybiphenyl degradation	0	0	0	0	0	0	46.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7013: (S)-propane-1,2-diol degradation	678.707	624.846	312.753	351.351	338.972	411.405	6243.75	136.907	545.544	767.634	635.074	498.52	385.293	546.761	532.178	463.333	388.319	400.525	454.39	536.349	563.659	430.657	506.811	824.675	439.145	279.321	647.799	328.827	3927.34	647.395	407.82	345.569	654.801	526.784	5880.41	550.152	513.409	754.536	428.628	372.615	465.882	571.107	537.462	6828.57	209.498	538.469	496.428	671.727	1575.05	584.249	499.422	669.346	342.967	666.868	718.946	650.447	138.702	264.746	865.028	765.181	697.889	337.716	308.151	177.382	262.36	522.888	298.407	282.506	414.074	116.768	348.418	533.259	563.984	317.195	66.1519	366.376	416.211	627.443	235.841	253.039	239.969	575.856	176.756	1091.81	746.151	333.318	169.241	245.6	974.048	185.806	341.992	334.096	477.326	153.259	338.535	122.919	397.36	73.6296	34.9386	787.81	62.7048	469.51	48.2848	83.6932
PWY-702: L-methionine biosynthesis II	3340.94	1295.84	1140.75	1081.03	936.257	1398.22	3874.34	759.81	1010.56	1072.15	3239.49	912.794	1672.77	842.594	1318.22	1221.14	1833.2	713.66	2270.88	667.376	759.91	622.187	1348.02	4485.16	970.516	2308.05	3086.66	662.151	3385.43	1108.58	770.996	1010.98	904.72	770.926	3559.13	1020.43	2581.5	3201.33	969.339	980.444	1168.01	1158.6	1801.41	2032.39	632.386	1308.01	853.789	1161.44	1310.29	1387.26	1253.54	981.721	1248.82	1345.37	1237.4	1660.11	1180.49	969.597	857.353	792.63	868.492	917.464	614.68	868.672	2029.22	605.593	701.043	825.385	1114.04	999.281	437.083	646.705	1552.62	844.894	694.934	672.89	845.035	975.603	1124.23	831.236	790.481	1044.35	436.735	3857.17	3012.87	726.435	1212.6	693.612	1385.2	450.717	747.492	1137.12	946.298	651.446	382.459	550.264	790.388	593.971	703.996	728.724	674.256	1090.8	989.756	755.458
PWY-7031: protein N-glycosylation (bacterial)	59.9675	0	38.3449	0	0	0	3.59809	0	0	0	0	19.2353	5.16156	0	0	14.615	0	0	3.39824	0	0	0	3.8637	46.3056	0	23.0018	18.7017	0	0	19.4064	10.7541	0	0	17.7438	0	67.952	7.08732	0	4.62624	3.10335	0	2.56353	0	0	0	0	9.15672	0	0	0	0	7.06649	0	0	0	1.60645	0	0	0	0	5.71509	0	0	11.6501	0	0	0	10.894	0	0	0	0	0	0	13.5296	13.5901	0	0	25.5284	0	0	10.4855	38.7809	0	0	0	5.63497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04657
